customer_id,age,sex,marital_status,job,employment_duration,housing,guarantors,num_dependants,checking_status,savings_status,amount,duration,purpose,credit_history,installment_rate,risk_label
194,29,male,married/widowed,skilled employee,4 - 7 years,rent,none,1,no account,< 100 DM,2108,6,radio/television,existing credits paid back duly,2.0,0
195,21,male,single,skilled employee,1 - 4 years,rent,gurantor,1,0 - 200 DM,100 - 500 DM,3031,45,radio/television,existing credits paid back duly,4.0,1
196,34,female,non-single/single,highly skilled employee,> 7 years,own,none,1,0 - 200 DM,< 100 DM,1501,9,education,critical account/other credits existing (outside this bank),2.0,1
197,28,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1382,6,radio/television,critical account/other credits existing (outside this bank),1.0,0
198,27,female,non-single/single,skilled employee,< 1 year,rent,none,1,0 - 200 DM,100 - 500 DM,951,12,furniture/equipment,existing credits paid back duly,4.0,1
199,36,male,single,skilled employee,> 7 years,for free,none,1,0 - 200 DM,unknown/no savings,2760,24,car (used),existing credits paid back duly,4.0,0
200,40,male,divorved/separated,highly skilled employee,> 7 years,own,none,1,0 - 200 DM,< 100 DM,4297,18,furniture/equipment,delay paying off in the past,4.0,1
201,52,male,single,skilled employee,> 7 years,own,none,1,no account,"500 - 1,000 DM",936,9,education,critical account/other credits existing (outside this bank),4.0,0
202,27,male,married/widowed,unskilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,1168,12,car (new),existing credits paid back duly,4.0,0
203,26,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,5117,27,business,delay paying off in the past,3.0,0
204,21,male,married/widowed,skilled employee,4 - 7 years,rent,none,1,< 0 DM,< 100 DM,902,12,retraining,existing credits paid back duly,4.0,1
205,38,male,single,unskilled employee,> 7 years,own,none,2,no account,< 100 DM,1495,12,car (new),critical account/other credits existing (outside this bank),4.0,0
206,38,male,single,highly skilled employee,> 7 years,for free,none,2,< 0 DM,< 100 DM,10623,30,car (used),critical account/other credits existing (outside this bank),3.0,0
207,43,male,single,skilled employee,> 7 years,own,none,1,no account,< 100 DM,1935,12,furniture/equipment,critical account/other credits existing (outside this bank),4.0,0
208,26,male,single,skilled employee,4 - 7 years,own,none,1,0 - 200 DM,< 100 DM,1424,12,domestic appliance,critical account/other credits existing (outside this bank),4.0,0
209,21,male,married/widowed,unskilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,6568,24,business,existing credits paid back duly,2.0,0
210,55,male,single,skilled employee,4 - 7 years,own,none,1,no account,"> 1,000 DM",1413,12,car (used),existing credits paid back duly,3.0,0
211,33,male,single,skilled employee,1 - 4 years,own,none,2,no account,unknown/no savings,3074,9,radio/television,critical account/other credits existing (outside this bank),1.0,0
212,45,female,non-single/single,unskilled employee,> 7 years,own,none,1,no account,unknown/no savings,3835,36,radio/television,existing credits paid back duly,2.0,0
213,50,male,single,skilled employee,unemployed,own,none,1,< 0 DM,< 100 DM,5293,27,business,no credits/paid back duly,2.0,1
214,66,male,single,highly skilled employee,> 7 years,own,none,1,>= 200 DM,< 100 DM,1908,30,business,delay paying off in the past,4.0,1
215,51,male,single,skilled employee,> 7 years,own,none,1,no account,unknown/no savings,3342,36,radio/television,critical account/other credits existing (outside this bank),4.0,0
216,39,female,non-single/single,unskilled employee,4 - 7 years,own,none,1,0 - 200 DM,unknown/no savings,932,6,retraining,critical account/other credits existing (outside this bank),1.0,0
217,31,male,single,skilled employee,4 - 7 years,own,none,1,< 0 DM,< 100 DM,3104,18,business,no credits/paid back duly,3.0,0
218,23,male,single,skilled employee,1 - 4 years,own,none,1,>= 200 DM,< 100 DM,3913,36,radio/television,existing credits paid back duly,2.0,0
219,24,male,divorved/separated,unskilled employee,1 - 4 years,rent,none,1,< 0 DM,< 100 DM,3021,24,furniture/equipment,existing credits paid back duly,2.0,0
220,64,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1364,10,car (new),existing credits paid back duly,2.0,0
221,26,male,married/widowed,unskilled employee,< 1 year,own,gurantor,1,0 - 200 DM,< 100 DM,625,12,radio/television,existing credits paid back duly,4.0,0
222,23,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,< 0 DM,unknown/no savings,1200,12,education,existing credits paid back duly,4.0,0
223,30,male,single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,707,12,radio/television,existing credits paid back duly,4.0,0
224,32,male,single,skilled employee,1 - 4 years,own,none,2,no account,unknown/no savings,2978,24,business,delay paying off in the past,4.0,0
225,30,male,single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,4657,15,car (used),existing credits paid back duly,3.0,0
226,27,male,single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,2613,36,repairs,no credits/paid back duly,4.0,0
227,27,male,single,skilled employee,4 - 7 years,own,co-applicant,1,0 - 200 DM,"> 1,000 DM",10961,48,radio/television,existing credits paid back duly,1.0,1
228,53,male,single,highly skilled employee,> 7 years,for free,none,1,< 0 DM,< 100 DM,7865,12,furniture/equipment,existing credits paid back duly,4.0,1
229,22,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,1478,9,radio/television,existing credits paid back duly,4.0,1
230,22,male,single,skilled employee,< 1 year,for free,none,1,< 0 DM,< 100 DM,3149,24,furniture/equipment,existing credits paid back duly,4.0,0
231,26,male,single,skilled employee,1 - 4 years,own,none,1,>= 200 DM,< 100 DM,4210,36,radio/television,existing credits paid back duly,4.0,1
232,51,male,single,unskilled employee,> 7 years,for free,none,1,no account,"500 - 1,000 DM",2507,9,car (new),existing credits paid back duly,2.0,0
233,35,male,single,skilled employee,4 - 7 years,own,none,1,no account,100 - 500 DM,2141,12,radio/television,existing credits paid back duly,3.0,0
234,25,male,married/widowed,unskilled employee,1 - 4 years,own,gurantor,1,0 - 200 DM,< 100 DM,866,18,radio/television,existing credits paid back duly,4.0,0
235,42,male,single,unskilled employee,4 - 7 years,own,none,2,no account,< 100 DM,1544,4,radio/television,critical account/other credits existing (outside this bank),2.0,0
236,30,male,single,highly skilled employee,unemployed,own,none,2,< 0 DM,< 100 DM,1823,24,radio/television,existing credits paid back duly,4.0,1
237,23,male,single,unemployed,unemployed,own,none,1,0 - 200 DM,unknown/no savings,14555,6,car (new),existing credits paid back duly,1.0,1
238,61,male,divorved/separated,unskilled employee,> 7 years,rent,none,1,0 - 200 DM,100 - 500 DM,2767,21,business,existing credits paid back duly,4.0,1
239,35,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1291,12,radio/television,critical account/other credits existing (outside this bank),4.0,0
240,39,male,single,skilled employee,> 7 years,own,gurantor,2,< 0 DM,< 100 DM,2522,30,radio/television,existing credits paid back duly,1.0,0
241,29,female,non-single/single,skilled employee,> 7 years,own,none,1,< 0 DM,unknown/no savings,915,24,car (new),existing credits paid back duly,4.0,1
242,51,male,single,skilled employee,4 - 7 years,own,none,2,no account,< 100 DM,1595,6,radio/television,existing credits paid back duly,3.0,0
243,24,male,single,skilled employee,> 7 years,for free,none,2,< 0 DM,< 100 DM,4605,48,car (used),no credits/paid back duly,3.0,1
244,27,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1185,12,business,critical account/other credits existing (outside this bank),3.0,0
245,35,female,non-single/single,unskilled employee,1 - 4 years,own,none,2,no account,"500 - 1,000 DM",3447,12,retraining,all credits at this bank paid back duly,4.0,0
246,25,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,1258,24,business,existing credits paid back duly,4.0,0
247,52,male,single,skilled employee,> 7 years,own,none,1,no account,< 100 DM,717,12,radio/television,critical account/other credits existing (outside this bank),4.0,0
248,35,male,single,skilled employee,1 - 4 years,rent,none,1,no account,100 - 500 DM,1204,6,car (new),no credits/paid back duly,4.0,0
249,26,male,single,skilled employee,1 - 4 years,own,none,1,>= 200 DM,< 100 DM,1925,24,furniture/equipment,existing credits paid back duly,2.0,0
250,22,female,non-single/single,skilled employee,unemployed,rent,co-applicant,1,no account,< 100 DM,433,18,radio/television,existing credits paid back duly,3.0,1
251,39,female,non-single/single,unskilled employee,4 - 7 years,own,none,1,< 0 DM,"> 1,000 DM",666,6,car (new),critical account/other credits existing (outside this bank),3.0,0
252,46,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,>= 200 DM,< 100 DM,2251,12,furniture/equipment,existing credits paid back duly,1.0,0
253,24,female,non-single/single,skilled employee,1 - 4 years,own,gurantor,1,0 - 200 DM,< 100 DM,2150,30,car (new),existing credits paid back duly,4.0,1
254,35,male,single,skilled employee,1 - 4 years,own,none,1,no account,100 - 500 DM,4151,24,furniture/equipment,delay paying off in the past,2.0,0
255,24,male,single,skilled employee,4 - 7 years,own,none,1,0 - 200 DM,unknown/no savings,2030,9,furniture/equipment,existing credits paid back duly,2.0,0
256,27,male,single,unskilled employee,1 - 4 years,own,none,1,0 - 200 DM,unknown/no savings,7418,60,radio/television,delay paying off in the past,1.0,0
257,35,male,single,unskilled employee,1 - 4 years,own,none,1,no account,< 100 DM,2684,24,radio/television,critical account/other credits existing (outside this bank),4.0,0
258,29,male,divorved/separated,skilled employee,1 - 4 years,for free,none,1,< 0 DM,< 100 DM,2149,12,radio/television,all credits at this bank paid back duly,4.0,1
259,23,female,non-single/single,skilled employee,< 1 year,own,none,1,no account,100 - 500 DM,3812,15,car (used),existing credits paid back duly,1.0,0
260,57,female,non-single/single,unskilled employee,unemployed,own,none,1,no account,100 - 500 DM,1154,11,radio/television,critical account/other credits existing (outside this bank),4.0,0
261,27,male,single,skilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,1657,12,furniture/equipment,existing credits paid back duly,2.0,0
262,55,female,non-single/single,skilled employee,> 7 years,own,none,1,< 0 DM,< 100 DM,1603,24,radio/television,existing credits paid back duly,4.0,0
263,36,male,single,highly skilled employee,> 7 years,for free,none,1,< 0 DM,< 100 DM,5302,18,car (new),critical account/other credits existing (outside this bank),2.0,0
264,57,female,non-single/single,unskilled employee,> 7 years,for free,none,1,no account,< 100 DM,2748,12,education,critical account/other credits existing (outside this bank),2.0,0
265,32,male,single,unskilled employee,> 7 years,own,none,2,no account,< 100 DM,1231,10,car (new),critical account/other credits existing (outside this bank),3.0,0
266,37,male,single,skilled employee,> 7 years,own,none,2,0 - 200 DM,< 100 DM,802,15,radio/television,existing credits paid back duly,4.0,1
267,36,male,single,skilled employee,> 7 years,own,none,1,no account,unknown/no savings,6304,36,business,critical account/other credits existing (outside this bank),4.0,0
268,38,female,non-single/single,skilled employee,< 1 year,own,none,1,no account,< 100 DM,1533,24,radio/television,existing credits paid back duly,4.0,0
269,45,male,divorved/separated,highly skilled employee,> 7 years,own,none,1,< 0 DM,< 100 DM,8978,14,car (new),existing credits paid back duly,1.0,1
270,25,male,single,skilled employee,> 7 years,own,none,1,no account,unknown/no savings,999,24,radio/television,existing credits paid back duly,4.0,0
271,32,male,single,skilled employee,4 - 7 years,own,none,1,no account,unknown/no savings,2662,18,car (new),existing credits paid back duly,4.0,0
272,37,female,non-single/single,skilled employee,4 - 7 years,rent,none,1,no account,"500 - 1,000 DM",1402,12,furniture/equipment,critical account/other credits existing (outside this bank),3.0,0
273,36,male,single,highly skilled employee,unemployed,for free,co-applicant,1,0 - 200 DM,unknown/no savings,12169,48,car (new),all credits at this bank paid back duly,4.0,0
274,28,male,single,skilled employee,4 - 7 years,own,none,1,0 - 200 DM,< 100 DM,3060,48,radio/television,existing credits paid back duly,4.0,1
275,34,male,divorved/separated,unskilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,11998,30,repairs,existing credits paid back duly,1.0,1
276,32,male,single,skilled employee,1 - 4 years,own,none,2,no account,< 100 DM,2697,9,radio/television,existing credits paid back duly,1.0,0
277,26,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,2404,18,radio/television,critical account/other credits existing (outside this bank),2.0,0
278,49,male,divorved/separated,unskilled employee,> 7 years,own,none,1,< 0 DM,unknown/no savings,1262,12,furniture/equipment,existing credits paid back duly,2.0,0
279,32,female,non-single/single,skilled employee,< 1 year,own,none,1,no account,< 100 DM,4611,6,furniture/equipment,existing credits paid back duly,1.0,1
280,29,male,single,highly skilled employee,1 - 4 years,rent,none,1,no account,100 - 500 DM,1901,24,radio/television,existing credits paid back duly,4.0,0
281,23,male,single,skilled employee,> 7 years,rent,none,1,no account,"> 1,000 DM",3368,15,car (used),critical account/other credits existing (outside this bank),3.0,0
282,50,male,single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1574,12,furniture/equipment,existing credits paid back duly,4.0,0
283,49,male,single,unskilled employee,4 - 7 years,own,none,1,>= 200 DM,unknown/no savings,1445,18,radio/television,all credits at this bank paid back duly,4.0,0
284,63,male,single,skilled employee,> 7 years,own,none,1,no account,unknown/no savings,1520,15,furniture/equipment,critical account/other credits existing (outside this bank),4.0,0
285,37,male,divorved/separated,skilled employee,< 1 year,own,none,1,0 - 200 DM,100 - 500 DM,3878,24,car (new),critical account/other credits existing (outside this bank),4.0,0
286,35,female,non-single/single,unskilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,10722,47,car (new),existing credits paid back duly,1.0,0
287,26,male,single,skilled employee,4 - 7 years,own,none,2,< 0 DM,< 100 DM,4788,48,car (used),existing credits paid back duly,4.0,0
288,31,male,single,highly skilled employee,unemployed,for free,none,1,0 - 200 DM,100 - 500 DM,7582,48,other,delay paying off in the past,2.0,0
289,49,female,non-single/single,skilled employee,1 - 4 years,own,gurantor,1,0 - 200 DM,< 100 DM,1092,12,radio/television,existing credits paid back duly,4.0,0
290,48,male,married/widowed,skilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,1024,24,radio/television,delay paying off in the past,4.0,1
291,26,male,married/widowed,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1076,12,business,existing credits paid back duly,2.0,0
292,28,male,married/widowed,highly skilled employee,< 1 year,rent,none,1,0 - 200 DM,< 100 DM,9398,36,car (used),existing credits paid back duly,1.0,1
293,44,female,non-single/single,highly skilled employee,> 7 years,for free,none,2,< 0 DM,< 100 DM,6419,24,car (used),critical account/other credits existing (outside this bank),2.0,0
294,56,male,single,skilled employee,> 7 years,for free,none,1,>= 200 DM,< 100 DM,4796,42,car (used),critical account/other credits existing (outside this bank),4.0,0
295,46,male,divorved/separated,highly skilled employee,> 7 years,own,none,2,no account,unknown/no savings,7629,48,business,critical account/other credits existing (outside this bank),4.0,0
296,26,female,non-single/single,skilled employee,< 1 year,own,none,1,0 - 200 DM,< 100 DM,9960,48,furniture/equipment,existing credits paid back duly,1.0,1
297,20,female,non-single/single,skilled employee,< 1 year,rent,none,1,no account,unknown/no savings,4675,12,car (used),existing credits paid back duly,1.0,0
298,45,male,single,unskilled employee,> 7 years,own,co-applicant,1,no account,unknown/no savings,1287,10,car (new),existing credits paid back duly,4.0,0
299,43,male,single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,2515,18,furniture/equipment,existing credits paid back duly,3.0,0
300,32,male,single,skilled employee,4 - 7 years,own,none,1,0 - 200 DM,"> 1,000 DM",2745,21,furniture/equipment,critical account/other credits existing (outside this bank),3.0,0
301,54,female,non-single/single,unemployed,unemployed,own,none,1,no account,< 100 DM,672,6,car (new),existing credits paid back duly,1.0,0
302,42,female,non-single/single,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,3804,36,radio/television,no credits/paid back duly,4.0,1
303,37,male,single,unskilled employee,4 - 7 years,own,none,2,>= 200 DM,unknown/no savings,1344,24,car (new),critical account/other credits existing (outside this bank),4.0,1
304,49,male,single,skilled employee,4 - 7 years,own,co-applicant,1,< 0 DM,< 100 DM,1038,10,car (new),critical account/other credits existing (outside this bank),4.0,0
305,44,male,single,skilled employee,1 - 4 years,for free,none,1,no account,"500 - 1,000 DM",10127,48,car (new),critical account/other credits existing (outside this bank),2.0,1
306,33,male,divorved/separated,skilled employee,1 - 4 years,own,none,1,no account,"> 1,000 DM",1543,6,furniture/equipment,existing credits paid back duly,4.0,0
307,24,female,non-single/single,unskilled employee,4 - 7 years,rent,none,1,no account,unknown/no savings,4811,30,car (used),existing credits paid back duly,2.0,0
308,33,male,married/widowed,unskilled employee,< 1 year,own,none,1,< 0 DM,100 - 500 DM,727,12,radio/television,existing credits paid back duly,4.0,1
309,24,female,non-single/single,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,1237,8,furniture/equipment,existing credits paid back duly,3.0,1
310,22,male,married/widowed,unskilled employee,1 - 4 years,rent,none,1,0 - 200 DM,< 100 DM,276,9,car (new),existing credits paid back duly,4.0,0
311,40,male,single,unemployed,unemployed,for free,none,1,0 - 200 DM,unknown/no savings,5381,48,other,existing credits paid back duly,3.0,0
312,25,male,single,skilled employee,1 - 4 years,own,none,1,no account,100 - 500 DM,5511,24,furniture/equipment,existing credits paid back duly,4.0,0
313,26,female,non-single/single,skilled employee,< 1 year,own,none,1,>= 200 DM,< 100 DM,3749,24,furniture/equipment,existing credits paid back duly,2.0,0
314,25,male,married/widowed,unskilled employee,4 - 7 years,own,none,1,0 - 200 DM,< 100 DM,685,12,car (new),existing credits paid back duly,2.0,1
315,29,male,single,unskilled employee,< 1 year,own,none,2,>= 200 DM,unknown/no savings,1494,4,car (new),existing credits paid back duly,1.0,0
316,31,male,single,skilled employee,> 7 years,own,none,1,< 0 DM,< 100 DM,2746,36,furniture/equipment,all credits at this bank paid back duly,4.0,1
317,38,male,single,unskilled employee,1 - 4 years,own,gurantor,2,< 0 DM,< 100 DM,708,12,furniture/equipment,existing credits paid back duly,2.0,0
318,48,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,0 - 200 DM,unknown/no savings,4351,24,furniture/equipment,existing credits paid back duly,1.0,0
319,32,male,single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,701,12,education,critical account/other credits existing (outside this bank),4.0,0
320,27,female,non-single/single,unskilled employee,> 7 years,own,none,1,< 0 DM,< 100 DM,3643,15,furniture/equipment,delay paying off in the past,1.0,0
321,28,male,married/widowed,highly skilled employee,unemployed,own,none,1,0 - 200 DM,< 100 DM,4249,30,car (new),critical account/other credits existing (outside this bank),4.0,1
322,32,male,divorved/separated,skilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,1938,24,radio/television,existing credits paid back duly,4.0,1
323,34,male,single,highly skilled employee,4 - 7 years,for free,none,1,< 0 DM,< 100 DM,2910,24,car (used),existing credits paid back duly,2.0,0
324,28,male,single,skilled employee,1 - 4 years,own,none,1,< 0 DM,"> 1,000 DM",2659,18,furniture/equipment,existing credits paid back duly,4.0,0
325,36,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1028,18,car (new),critical account/other credits existing (outside this bank),4.0,0
326,39,male,single,unskilled employee,4 - 7 years,own,none,1,< 0 DM,< 100 DM,3398,8,car (new),critical account/other credits existing (outside this bank),1.0,0
327,49,male,single,skilled employee,> 7 years,rent,none,1,no account,unknown/no savings,5801,12,furniture/equipment,critical account/other credits existing (outside this bank),2.0,0
328,34,female,non-single/single,skilled employee,4 - 7 years,own,none,2,no account,"> 1,000 DM",1525,24,car (new),existing credits paid back duly,4.0,0
329,31,male,single,skilled employee,> 7 years,own,none,1,>= 200 DM,< 100 DM,4473,36,radio/television,existing credits paid back duly,4.0,0
330,28,male,single,skilled employee,> 7 years,own,none,2,0 - 200 DM,< 100 DM,1068,6,radio/television,existing credits paid back duly,4.0,0
331,75,male,single,highly skilled employee,unemployed,for free,none,1,< 0 DM,< 100 DM,6615,24,car (used),critical account/other credits existing (outside this bank),2.0,0
332,30,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,100 - 500 DM,1864,18,education,critical account/other credits existing (outside this bank),4.0,1
333,24,female,non-single/single,highly skilled employee,< 1 year,own,none,1,0 - 200 DM,100 - 500 DM,7408,60,car (new),existing credits paid back duly,4.0,1
334,24,female,non-single/single,unskilled employee,1 - 4 years,rent,none,1,no account,100 - 500 DM,11590,48,car (used),critical account/other credits existing (outside this bank),2.0,1
335,23,male,single,skilled employee,> 7 years,rent,none,2,< 0 DM,< 100 DM,4110,24,furniture/equipment,no credits/paid back duly,3.0,1
336,44,male,divorved/separated,highly skilled employee,1 - 4 years,rent,none,1,< 0 DM,< 100 DM,3384,6,furniture/equipment,critical account/other credits existing (outside this bank),1.0,1
337,23,female,non-single/single,unskilled employee,< 1 year,own,gurantor,1,0 - 200 DM,< 100 DM,2101,13,radio/television,existing credits paid back duly,2.0,0
338,24,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,< 0 DM,unknown/no savings,1275,15,domestic appliance,existing credits paid back duly,4.0,1
339,28,male,single,skilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,4169,24,furniture/equipment,existing credits paid back duly,4.0,0
340,31,male,divorved/separated,unskilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,1521,10,furniture/equipment,existing credits paid back duly,4.0,0
341,24,female,non-single/single,skilled employee,< 1 year,for free,none,1,0 - 200 DM,< 100 DM,5743,24,education,critical account/other credits existing (outside this bank),2.0,0
342,26,female,non-single/single,unskilled employee,4 - 7 years,rent,none,1,< 0 DM,< 100 DM,3599,21,furniture/equipment,existing credits paid back duly,1.0,0
343,25,male,married/widowed,skilled employee,< 1 year,rent,none,1,0 - 200 DM,"500 - 1,000 DM",3213,18,radio/television,existing credits paid back duly,1.0,0
344,33,male,single,highly skilled employee,> 7 years,own,co-applicant,1,0 - 200 DM,< 100 DM,4439,18,business,existing credits paid back duly,1.0,0
345,37,male,single,unskilled employee,< 1 year,own,gurantor,2,>= 200 DM,< 100 DM,3949,10,car (new),existing credits paid back duly,1.0,0
346,43,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1459,15,radio/television,critical account/other credits existing (outside this bank),4.0,0
347,23,male,single,skilled employee,< 1 year,own,gurantor,1,0 - 200 DM,< 100 DM,882,13,radio/television,critical account/other credits existing (outside this bank),4.0,0
348,23,female,non-single/single,unemployed,unemployed,rent,none,1,0 - 200 DM,"500 - 1,000 DM",3758,24,radio/television,existing credits paid back duly,1.0,0
349,34,male,single,unskilled employee,1 - 4 years,own,none,1,no account,100 - 500 DM,1743,6,business,delay paying off in the past,1.0,0
350,32,male,single,skilled employee,> 7 years,for free,none,2,0 - 200 DM,"> 1,000 DM",1136,9,education,critical account/other credits existing (outside this bank),4.0,1
351,23,female,non-single/single,skilled employee,< 1 year,rent,none,1,no account,< 100 DM,1236,9,domestic appliance,existing credits paid back duly,1.0,0
352,29,female,non-single/single,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,959,9,furniture/equipment,existing credits paid back duly,1.0,1
353,38,male,single,highly skilled employee,unemployed,own,none,1,no account,unknown/no savings,3229,18,car (used),critical account/other credits existing (outside this bank),2.0,0
354,28,male,single,skilled employee,1 - 4 years,rent,none,1,< 0 DM,< 100 DM,6199,12,radio/television,no credits/paid back duly,4.0,1
355,46,male,single,skilled employee,> 7 years,for free,none,1,no account,"500 - 1,000 DM",727,10,education,existing credits paid back duly,4.0,0
356,23,male,single,unskilled employee,< 1 year,own,none,1,0 - 200 DM,< 100 DM,1246,24,car (new),existing credits paid back duly,4.0,1
357,49,male,single,skilled employee,> 7 years,own,co-applicant,1,no account,unknown/no savings,2331,12,radio/television,critical account/other credits existing (outside this bank),1.0,0
358,26,male,single,highly skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,4463,36,radio/television,delay paying off in the past,4.0,1
359,28,male,married/widowed,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,776,12,radio/television,existing credits paid back duly,4.0,0
360,23,female,non-single/single,skilled employee,4 - 7 years,rent,none,1,< 0 DM,< 100 DM,2406,30,furniture/equipment,existing credits paid back duly,4.0,1
361,61,male,single,skilled employee,1 - 4 years,for free,none,1,0 - 200 DM,unknown/no savings,1239,18,education,existing credits paid back duly,4.0,0
362,37,male,single,highly skilled employee,> 7 years,own,none,1,>= 200 DM,unknown/no savings,3399,12,radio/television,existing credits paid back duly,2.0,0
363,36,female,non-single/single,skilled employee,1 - 4 years,own,none,1,>= 200 DM,< 100 DM,2247,12,car (new),delay paying off in the past,2.0,0
364,21,male,married/widowed,skilled employee,1 - 4 years,rent,none,1,no account,< 100 DM,1766,6,furniture/equipment,existing credits paid back duly,1.0,0
365,25,male,single,unemployed,unemployed,own,none,1,< 0 DM,< 100 DM,2473,18,furniture/equipment,existing credits paid back duly,4.0,1
366,36,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,1542,12,business,existing credits paid back duly,2.0,0
367,27,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,3850,18,car (used),critical account/other credits existing (outside this bank),3.0,0
368,22,female,non-single/single,skilled employee,< 1 year,rent,none,1,< 0 DM,< 100 DM,3650,18,furniture/equipment,existing credits paid back duly,1.0,0
369,42,male,single,skilled employee,> 7 years,own,none,2,< 0 DM,< 100 DM,3446,36,furniture/equipment,existing credits paid back duly,4.0,1
370,40,female,non-single/single,skilled employee,4 - 7 years,rent,none,1,0 - 200 DM,< 100 DM,3001,18,furniture/equipment,existing credits paid back duly,2.0,0
371,36,male,single,skilled employee,1 - 4 years,own,none,1,no account,unknown/no savings,3079,36,car (new),existing credits paid back duly,4.0,0
372,33,male,single,skilled employee,> 7 years,own,none,1,no account,< 100 DM,6070,18,radio/television,critical account/other credits existing (outside this bank),3.0,0
373,23,female,non-single/single,skilled employee,< 1 year,rent,none,1,no account,< 100 DM,2146,10,furniture/equipment,critical account/other credits existing (outside this bank),1.0,0
374,63,male,single,highly skilled employee,> 7 years,for free,none,1,no account,unknown/no savings,13756,60,car (new),critical account/other credits existing (outside this bank),2.0,0
375,60,female,non-single/single,highly skilled employee,> 7 years,for free,none,1,0 - 200 DM,100 - 500 DM,14782,60,other,all credits at this bank paid back duly,3.0,1
376,37,female,non-single/single,skilled employee,4 - 7 years,rent,gurantor,1,< 0 DM,< 100 DM,7685,48,business,all credits at this bank paid back duly,2.0,1
377,34,male,married/widowed,skilled employee,unemployed,own,none,1,no account,< 100 DM,2320,18,radio/television,delay paying off in the past,2.0,0
378,36,male,single,skilled employee,> 7 years,for free,none,1,no account,unknown/no savings,846,7,radio/television,delay paying off in the past,3.0,0
379,57,male,single,highly skilled employee,> 7 years,for free,none,1,0 - 200 DM,< 100 DM,14318,36,car (new),existing credits paid back duly,4.0,1
380,52,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,no account,100 - 500 DM,362,6,car (new),critical account/other credits existing (outside this bank),4.0,0
381,39,male,single,skilled employee,4 - 7 years,own,none,1,< 0 DM,unknown/no savings,2212,20,furniture/equipment,existing credits paid back duly,4.0,0
382,38,female,non-single/single,highly skilled employee,unemployed,for free,none,1,0 - 200 DM,< 100 DM,12976,18,car (used),existing credits paid back duly,3.0,1
383,25,female,non-single/single,skilled employee,4 - 7 years,rent,none,1,no account,unknown/no savings,1283,22,car (new),existing credits paid back duly,4.0,0
384,26,male,single,skilled employee,< 1 year,own,none,1,>= 200 DM,< 100 DM,1330,12,car (new),existing credits paid back duly,4.0,0
385,26,male,single,unskilled employee,1 - 4 years,own,none,1,no account,100 - 500 DM,4272,30,business,delay paying off in the past,2.0,0
386,25,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,2238,18,radio/television,critical account/other credits existing (outside this bank),2.0,0
387,21,female,non-single/single,skilled employee,< 1 year,rent,none,1,no account,unknown/no savings,1126,18,radio/television,existing credits paid back duly,4.0,0
388,40,male,single,highly skilled employee,unemployed,own,none,1,0 - 200 DM,< 100 DM,7374,18,furniture/equipment,critical account/other credits existing (outside this bank),4.0,0
